Underlying,Call HSL,Put HSL,Total Return,2021 Return,2022 Return,2023 Return,2024 Return,Max Drawdown %,Max Profit %,Consecutive Drawdown in Number,Consecutive Profit in Number,Consecutive Drawdown in %,Consecutive Profit iin %,Win Avg,Loss Avg,Total Avg,Win Count,Loss Count,No of Positive Months,No of Negative Months
NIFTY,50,50,91.12,21.45,38.76,9.59,21.32,-7.2,8.33,4,9,-10.43,20.9,1.6,-1.89,0.51,123,56,32,10
NIFTY,50,60,90.24,19.39,43.23,8.44,19.18,-7.2,8.86,4,9,-10.45,20.37,1.64,-1.86,0.5,121,58,29,13
NIFTY,50,70,93.84,22.24,46.48,10.35,14.77,-8.53,8.86,6,8,-11.9,19.75,1.68,-1.76,0.52,119,60,30,12
NIFTY,50,80,94.35,18.97,48.89,16.13,10.35,-10.2,8.86,6,8,-13.73,18.53,1.73,-1.74,0.53,117,62,30,12
NIFTY,50,90,92.31,23.02,46.99,14.08,8.22,-10.2,8.86,6,7,-13.89,14.05,1.73,-1.67,0.52,115,64,32,10
NIFTY,60,100,82.93,19.69,48.62,9.84,4.78,-10.32,8.86,7,5,-14.37,15.71,2.04,-1.49,0.46,99,80,30,12
NIFTY,60,110,79.17,20.35,45.94,8.76,4.13,-10.32,8.86,6,5,-11.57,15.71,2.07,-1.57,0.44,99,80,30,12
NIFTY,60,120,80.92,20.07,44.05,14.58,2.22,-10.32,8.86,6,6,-11.79,15.71,2.06,-1.63,0.45,101,78,29,13
NIFTY,60,130,83.73,19.1,40.65,18.74,5.23,-10.32,8.86,6,7,-13.2,15.71,2.07,-1.66,0.47,102,77,29,13
NIFTY,60,140,81.52,16.56,38.38,19.85,6.74,-10.32,8.86,6,7,-14.33,16.71,2.14,-1.68,0.46,100,79,29,13
NIFTY,60,150,79.16,16.55,36.36,19.49,6.76,-10.32,8.86,6,5,-14.39,15.71,2.21,-1.69,0.44,98,81,29,13
NIFTY,60,160,75.87,15.08,33.91,20.97,5.92,-9.78,8.86,6,5,-15.24,15.71,2.22,-1.75,0.42,98,81,28,14
NIFTY,60,170,79.64,13.87,37.21,18.75,9.82,-9.78,8.86,6,5,-16.39,15.71,2.22,-1.76,0.44,99,80,28,14
NIFTY,60,180,80.08,13.43,37.55,17.02,12.08,-8.58,8.86,6,5,-17.19,15.71,2.2,-1.83,0.45,101,78,28,14
NIFTY,60,190,77.51,12.54,35.69,17.85,11.43,-8.59,8.86,6,5,-14.58,15.71,2.19,-1.9,0.43,102,77,27,15
NIFTY,60,200,73.1,10.94,34.13,15.49,12.53,-8.66,8.86,6,5,-15.15,15.71,2.19,-1.95,0.41,102,77,27,15
NIFTY,60,50,87.29,20.03,39.76,7.51,20.0,-7.32,8.33,4,9,-10.73,20.64,1.69,-1.84,0.49,118,61,31,11
NIFTY,60,60,86.41,17.97,44.23,6.36,17.86,-7.32,8.86,4,9,-10.75,20.11,1.74,-1.78,0.48,115,64,29,13
NIFTY,60,70,90.02,20.81,47.48,8.28,13.45,-8.65,8.86,6,8,-12.19,19.49,1.8,-1.67,0.5,112,67,29,13
NIFTY,60,80,90.52,17.55,49.89,14.05,9.03,-10.32,8.86,6,8,-14.02,18.27,1.86,-1.65,0.51,110,69,28,14
NIFTY,60,90,88.48,21.59,47.99,12.0,6.9,-10.32,8.86,6,7,-14.18,13.75,1.85,-1.62,0.49,109,70,30,12
NIFTY,70,100,79.0,15.94,46.13,13.97,2.95,-10.54,8.86,8,5,-14.94,15.7,2.21,-1.43,0.44,92,87,29,13
NIFTY,70,110,75.24,16.6,43.45,12.89,2.29,-10.54,8.86,6,5,-12.15,15.7,2.25,-1.51,0.42,92,87,28,14
NIFTY,70,120,76.99,16.32,41.57,18.71,0.39,-10.54,8.86,6,6,-11.74,15.7,2.23,-1.56,0.43,94,85,28,14
NIFTY,70,130,79.8,15.36,38.17,22.88,3.4,-10.54,8.86,6,7,-13.15,15.7,2.24,-1.59,0.45,95,84,28,14
NIFTY,70,140,77.59,12.81,35.9,23.98,4.9,-10.54,8.86,7,7,-14.28,16.7,2.32,-1.61,0.43,93,86,29,13
NIFTY,70,150,75.23,12.8,33.88,23.63,4.93,-10.54,8.86,7,5,-14.34,15.7,2.39,-1.62,0.42,91,88,29,13
NIFTY,70,160,71.94,11.33,31.42,25.1,4.08,-10.0,8.86,7,5,-15.19,15.7,2.41,-1.67,0.4,91,88,27,15
NIFTY,70,170,75.71,10.12,34.72,22.88,7.98,-10.0,8.86,7,5,-16.34,15.7,2.41,-1.68,0.42,92,87,27,15
NIFTY,70,180,76.15,9.68,35.06,21.15,10.25,-8.53,8.86,7,5,-17.14,15.7,2.43,-1.7,0.43,92,87,26,16
NIFTY,70,190,73.58,8.79,33.2,21.99,9.6,-8.54,8.86,7,5,-14.85,15.7,2.41,-1.75,0.41,93,86,26,16
NIFTY,70,200,69.17,7.2,31.64,19.63,10.7,-8.61,8.86,7,5,-15.6,15.7,2.4,-1.8,0.39,93,86,26,16
NIFTY,70,50,83.36,16.28,37.27,11.65,18.16,-7.54,8.33,4,9,-11.3,20.3,1.77,-1.72,0.47,112,67,29,13
NIFTY,70,60,82.48,14.22,41.75,10.5,16.02,-7.54,8.86,4,9,-11.32,19.77,1.83,-1.67,0.46,109,70,28,14
NIFTY,70,70,86.09,17.07,45.0,12.41,11.61,-8.87,8.86,6,8,-12.76,19.14,1.89,-1.57,0.48,106,73,29,13
NIFTY,70,80,86.59,13.8,47.41,18.19,7.19,-10.54,8.86,6,8,-14.59,17.93,1.98,-1.59,0.48,104,75,29,13
NIFTY,70,90,84.55,17.85,45.5,16.14,5.06,-10.54,8.86,6,7,-14.76,13.41,1.99,-1.54,0.47,102,77,30,12
NIFTY,80,100,96.72,20.84,52.91,15.78,7.19,-7.55,8.86,7,5,-10.37,15.84,2.27,-1.33,0.54,93,86,30,12
NIFTY,80,110,92.97,21.5,50.24,14.7,6.54,-7.87,8.86,7,5,-10.87,15.84,2.35,-1.37,0.52,91,88,29,13
NIFTY,80,120,94.71,21.22,48.35,20.52,4.63,-8.21,8.86,7,6,-12.08,15.84,2.33,-1.42,0.53,93,86,30,12
NIFTY,80,130,97.52,20.25,44.95,24.68,7.64,-7.95,8.86,7,7,-13.49,15.84,2.34,-1.44,0.54,94,85,30,12
NIFTY,80,140,95.32,17.71,42.68,25.79,9.14,-8.04,8.86,7,7,-14.61,16.42,2.42,-1.47,0.53,92,87,31,11
NIFTY,80,150,92.96,17.7,40.66,25.43,9.17,-8.51,8.86,7,5,-14.67,15.84,2.5,-1.48,0.52,90,89,29,13
NIFTY,80,160,89.67,16.23,38.21,26.9,8.32,-8.64,8.86,7,5,-15.53,15.84,2.51,-1.53,0.5,90,89,28,14
NIFTY,80,170,93.44,15.02,41.5,24.69,12.23,-8.27,8.86,7,5,-16.67,15.84,2.51,-1.54,0.52,91,88,28,14
NIFTY,80,180,93.87,14.58,41.85,22.96,14.49,-8.61,8.86,7,5,-17.47,15.84,2.51,-1.58,0.52,92,87,27,15
NIFTY,80,190,91.3,13.69,39.98,23.79,13.84,-8.62,8.86,7,5,-14.61,15.84,2.49,-1.64,0.51,93,86,27,15
NIFTY,80,200,86.89,12.09,38.42,21.43,14.94,-8.68,8.86,7,5,-15.11,15.84,2.49,-1.68,0.49,93,86,27,15
NIFTY,80,50,101.09,21.18,44.06,13.45,22.4,-6.06,8.33,6,10,-10.49,20.69,1.81,-1.68,0.56,115,64,33,9
NIFTY,80,60,100.21,19.12,48.53,12.3,20.26,-6.41,8.86,6,9,-11.21,20.16,1.89,-1.56,0.56,110,69,31,11
NIFTY,80,70,103.81,21.96,51.78,14.22,15.85,-6.66,8.86,6,8,-9.22,19.53,1.95,-1.46,0.58,107,72,30,12
NIFTY,80,80,104.32,18.7,54.19,19.99,11.44,-6.8,8.86,5,8,-9.67,18.32,2.04,-1.48,0.58,105,74,30,12
NIFTY,80,90,102.28,22.74,52.29,17.94,9.31,-7.04,8.86,5,7,-9.83,13.8,2.05,-1.43,0.57,103,76,29,13
NIFTY,90,100,103.38,24.37,51.9,19.07,8.04,-8.04,8.86,7,4,-11.07,13.07,2.54,-1.28,0.58,87,92,29,13
NIFTY,90,110,99.62,25.03,49.22,17.99,7.38,-8.35,8.86,7,4,-11.57,13.07,2.63,-1.32,0.56,85,94,29,13
NIFTY,90,120,101.37,24.75,47.33,23.81,5.47,-8.69,8.86,7,6,-12.78,13.07,2.6,-1.36,0.57,87,92,29,13
NIFTY,90,130,104.18,23.79,43.94,27.97,8.48,-7.95,8.86,7,7,-14.19,14.04,2.61,-1.38,0.58,88,91,30,12
NIFTY,90,140,101.97,21.24,41.66,29.08,9.99,-8.34,8.86,7,7,-15.32,16.42,2.7,-1.4,0.57,86,93,31,11
NIFTY,90,150,99.62,21.23,39.65,28.72,10.02,-8.51,8.86,7,4,-15.38,13.54,2.79,-1.42,0.56,84,95,29,13
NIFTY,90,160,96.32,19.76,37.19,30.2,9.17,-8.64,8.86,7,5,-16.23,13.54,2.8,-1.46,0.54,84,95,29,13
NIFTY,90,170,100.09,18.55,40.49,27.98,13.07,-8.64,8.86,7,5,-17.38,13.75,2.8,-1.47,0.56,85,94,28,14
NIFTY,90,180,100.53,18.11,40.83,26.25,15.33,-8.97,8.86,7,5,-18.18,13.75,2.8,-1.5,0.56,86,93,27,15
NIFTY,90,190,97.96,17.22,38.97,27.08,14.69,-8.98,8.86,7,5,-14.97,13.75,2.77,-1.56,0.55,87,92,27,15
NIFTY,90,200,93.55,15.63,37.41,24.72,15.79,-9.05,8.86,7,5,-15.48,13.75,2.76,-1.64,0.52,88,91,27,15
NIFTY,90,50,107.75,24.71,43.04,16.74,23.25,-6.54,8.33,6,10,-11.38,19.85,1.97,-1.63,0.6,111,68,33,9
NIFTY,90,60,106.86,22.65,47.52,15.59,21.11,-6.89,8.86,6,9,-12.1,19.32,2.1,-1.48,0.6,104,75,33,9
NIFTY,90,70,110.47,25.5,50.77,17.51,16.7,-7.14,8.86,6,8,-10.11,18.69,2.19,-1.38,0.62,100,79,33,9
NIFTY,90,80,110.97,22.23,53.18,23.28,12.28,-7.28,8.86,5,8,-8.63,17.48,2.28,-1.39,0.62,98,81,32,10
NIFTY,90,90,108.94,26.28,51.27,21.23,10.15,-7.53,8.86,5,7,-8.92,12.96,2.3,-1.35,0.61,96,83,30,12
